POI_ID,Company_ID,Company_Name,HQ_Country,Service_Type,FY_Year,Total_Customers_To_POI,Active_Tourists,Avg_Customer_Rating,Revenue(USD),Marketing_Expenditure_USD,Avg_Booking_Value,Destinations_Preference_Index,Tech_Adaptability_index,Digital_Channel_Share,Customer_Retention,Avg_Trip_Cost_USD,Commission,CSR_Focus_index,Reviews,Booking_Platforms,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time(in mins),Local_Transfer(USD),Accessebility_Value,Visitor_Volume(in thousands),Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,Connectivity_index,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,Engagement_Score,Family_Score,Profit_Margin,Revenue_Per_Customer,Marketing_ROI,POI_Category,Price_Tier,Digital_Adoption,Season_Category,Cluster,High_Performer
POI_02709,COMP_0026,Celebrity Cruises,Japan,Tour Operator,2022,1855823,1594371,6.6,358908.93,76103.46,3.9,6.5,5.5,0.82,0.44,761.53,435012.39,6.1,Relaxing environment with modern amenities available,Direct Website,Tokyo Food Market,Japan,Urban,35.722624,139.621114,Food Market,April-June,5.4,72,No,6.6,2265.7,6.5,4.7,24 Hours,8.0,258.04,6.3,Couple,2,26-35,United States,8.0,8.6,670.36,6.8,Bus,48 hours,9.0,7.87,6.7,0.788,0.19,4.72,Urban/Entertainment,Mid-Range,High,Spring/Fall,0.0,0
POI_02710,COMP_0027,Abercrombie & Kent,UAE,Cruise Line,2021,2032675,1462526,7.2,448228.87,77018.59,3.0,3.8,5.6,0.74,0.66,282.43,525247.46,5.6,Perfect destination for families with children,TripAdvisor,Los Angeles Religious Site,United States,Urban,34.09858,-118.218609,Religious Site,Summer Season,5.1,117,Yes,6.5,27.1,9.8,7.4,9:00 AM - 21:00 PM,5.3,292.55,8.2,Solo,1,65+,Canada,7.8,8.6,706.71,6.9,Car,240 mins,7.8,7.6,5.2,0.828,0.22,5.82,Cultural/Heritage,Mid-Range,Medium,Summer,1.0,0
POI_02711,COMP_0005,Accor Hotels,Australia,Resort,2022,2437264,1720870,8.9,423758.98,94270.4,7.5,6.7,5.9,0.86,0.67,1522.22,518029.38,4.5,Good value for money with comfortable accommodations,Expedia,Paris Cultural Center,France,Historical,48.869156,2.318256,Cultural Center,Summer Season,8.7,97,Yes,6.3,6250.7,6.4,8.4,24 Hours,8.3,315.75,7.0,Solo,1,18-25,United States,8.2,8.7,684.12,6.2,Flight,30 mins,8.8,8.63,8.5,0.778,0.17,4.5,Cultural/Heritage,Luxury,High,Summer,0.0,0
POI_02712,COMP_0001,Marriott International,Spain,Resort,2022,1163771,823996,6.6,363114.29,82358.62,3.6,5.7,4.1,0.38,0.51,2292.32,445472.91,5.1,Outstanding service exceeded our expectations completely,Airbnb,Bali Food Market,Indonesia,Island,-8.295468,115.078545,Beach Resort,Spring-Fall,7.7,110,No,6.4,7761.6,4.7,7.3,24 Hours,6.6,352.31,7.7,Family,5,36-45,Australia,8.0,8.4,500.02,4.3,Cruise,96 hours,8.9,7.83,7.15,0.773,0.31,4.41,Beach/Island,Luxury,Low,Spring/Fall,0.0,0
POI_02713,COMP_0030,Insight Vacations,Thailand,Travel Agency,2022,134835,106258,6.9,407448.79,89724.04,6.7,6.1,5.9,0.64,0.52,1222.16,497172.83,5.3,Amazing experience with exceptional service and beautiful facilities,Booking.com,Dubai Scenic Viewpoint,UAE,Urban,25.172703,55.261409,Scenic Viewpoint,January-March,5.7,33,Yes,4.9,5208.8,3.3,6.4,8:00 AM - 19:00 PM,4.5,428.42,4.2,Friends,7,65+,Germany,7.0,6.6,144.07,4.0,Train,240 mins,6.7,6.87,5.1,0.78,3.02,4.54,Urban/Entertainment,Luxury,Medium,Winter,1.0,0
POI_02714,COMP_0011,NH Hotel Group,France,Cruise Line,2020,8054299,6738351,7.7,152538.38,20651.57,4.3,7.2,6.9,0.4,0.62,1493.1,173189.95,6.5,Peaceful atmosphere perfect for relaxation and unwinding,Direct Website,New York Wildlife Sanctuary,United States,Urban,40.728707,-73.975354,Wildlife Sanctuary,April-June,5.2,39,No,6.8,2381.3,5.6,5.9,8:00 AM - 22:00 PM,5.7,176.82,4.8,Friends,6,65+,Germany,7.6,7.0,249.03,5.5,Flight,120 mins,7.0,7.43,5.45,0.865,0.02,7.39,Nature/Adventure,Mid-Range,Low,Spring/Fall,1.0,0
POI_02715,COMP_0002,Hilton Worldwide,Italy,Cruise Line,2024,9755322,8123227,9.1,299648.15,70772.3,5.4,6.7,5.5,0.37,0.73,566.48,370420.45,8.2,Lovely place with authentic local experiences,Expedia,Tokyo Theme Park,Japan,Urban,35.70961,139.612436,Theme Park,April-June,4.7,21,No,5.8,947.3,6.5,5.0,9:00 AM - 21:00 PM,6.0,346.82,5.3,Friends,5,36-45,Japan,6.6,7.3,436.13,5.0,Bus,90 mins,7.1,7.6,5.35,0.764,0.03,4.23,Urban/Entertainment,Luxury,Low,Spring/Fall,1.0,0
POI_02716,COMP_0006,Wyndham Hotels,United Kingdom,Hotel Chain,2022,1883277,1664263,6.6,280557.69,45299.35,2.2,5.5,5.4,0.57,0.5,215.49,325857.04,6.1,Facility could use some updates and maintenance,Booking.com,Paris Scenic Viewpoint,France,Historical,48.834267,2.339344,Scenic Viewpoint,Summer Season,4.8,115,Yes,7.1,246.4,6.2,5.4,7:00 AM - 21:00 PM,5.1,153.27,5.9,Friends,6,65+,France,8.6,8.2,131.73,6.5,Car,48 hours,9.0,8.07,4.95,0.839,0.15,6.19,Urban/Entertainment,Mid-Range,Medium,Summer,1.0,0
POI_02717,COMP_0014,Booking Holdings,United Kingdom,Hotel Chain,2023,695754,616131,8.3,340408.33,40126.35,4.8,6.0,7.5,0.66,0.53,1624.11,380534.68,6.0,Disappointing considering the price point charged,Direct Website,Istanbul Beach Resort,Turkey,Historical,40.980012,28.938769,Historical Monument,Summer Season,3.5,87,Yes,5.1,7065.3,9.7,3.7,24 Hours,4.5,296.72,4.4,Family,3,36-45,Japan,6.9,6.7,607.3,6.2,Bus,72 hours,7.3,7.5,4.0,0.882,0.49,8.48,Cultural/Heritage,Mid-Range,Medium,Summer,1.0,0
POI_02718,COMP_0028,Trafalgar Tours,Italy,Cruise Line,2021,506694,443883,7.2,252113.52,56506.17,2.4,3.8,5.9,0.68,0.47,2346.42,308619.69,5.6,Relaxing environment with modern amenities available,Booking.com,Bali Archaeological Site,Indonesia,Island,-8.352354,115.047942,Archaeological Site,Winter Season,5.2,63,No,5.0,7609.3,8.4,5.4,6:00 AM - 19:00 PM,7.4,475.98,8.5,Solo,1,36-45,United Kingdom,8.3,8.8,169.43,4.6,Car,48 hours,9.4,8.3,6.3,0.776,0.5,4.46,Cultural/Heritage,Luxury,Medium,Winter,0.0,0
POI_02719,COMP_0010,Minor Hotels,Spain,Cruise Line,2022,6917138,6116095,6.9,251484.49,47164.85,3.5,3.6,6.6,0.45,0.51,2349.36,298649.34,5.3,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb,Istanbul Art Gallery,Turkey,Historical,41.030358,28.931976,Art Gallery,October-December,5.2,50,No,4.6,3300.9,6.2,4.4,24 Hours,4.4,155.68,4.0,Couple,2,26-35,United Kingdom,5.6,6.2,137.2,3.9,Flight,180 mins,5.9,6.13,4.8,0.812,0.04,5.33,Urban/Entertainment,Mid-Range,Low,Year-Round,1.0,0
POI_02720,COMP_0022,Royal Caribbean,Italy,Tour Operator,2024,79353,58229,9.9,165798.48,21406.62,8.5,9.1,8.4,0.76,0.75,616.3,187205.1,8.1,Good value for money with comfortable accommodations,Direct Website,Bali Cultural Center,Indonesia,Island,-8.371453,115.137064,Cultural Center,July-September,6.3,59,Yes,4.7,23090.2,4.0,6.0,24 Hours,7.3,112.57,7.4,Family,5,18-25,China,9.1,9.3,262.54,7.2,Cruise,96 hours,8.4,9.13,6.8,0.871,2.09,7.75,Cultural/Heritage,Mid-Range,Medium,Summer,0.0,1
POI_02721,COMP_0016,TripAdvisor,Australia,Travel Agency,2021,1444001,1217807,9.4,272109.29,47328.11,8.8,5.1,7.1,0.79,0.63,1573.12,319437.4,6.2,Peaceful atmosphere perfect for relaxation and unwinding,Expedia,Bangkok Food Market,Thailand,Urban,13.777429,100.549239,Food Market,Summer Season,6.6,92,Yes,6.9,1523.7,7.9,5.9,10:00 AM - 17:00 PM,6.0,457.86,6.5,Friends,3,56-65,Germany,7.0,7.0,384.94,7.0,Bus,120 mins,6.9,7.77,6.3,0.826,0.19,5.75,Urban/Entertainment,Luxury,Medium,Summer,1.0,0
POI_02722,COMP_0017,TUI Group,UAE,Resort,2021,36189969,32014164,7.7,191503.19,28550.5,4.0,6.0,4.4,0.6,0.71,353.23,220053.69,7.7,Excellent staff and well-maintained property throughout,Booking.com,Istanbul Scenic Viewpoint,Turkey,Historical,40.974126,28.946741,Scenic Viewpoint,July-September,7.4,74,No,6.0,699.3,3.3,7.7,8:00 AM - 20:00 PM,5.8,163.31,6.0,Friends,5,46-55,Australia,7.8,7.9,581.98,7.4,Car,240 mins,7.2,7.57,6.6,0.851,0.01,6.71,Urban/Entertainment,Mid-Range,Medium,Summer,1.0,0
POI_02723,COMP_0023,Norwegian Cruise Line,United States,Tour Operator,2024,29496179,22129855,8.6,284536.01,43658.85,7.3,7.9,6.9,0.95,0.75,2202.96,328194.86,6.9,Good value for money with comfortable accommodations,Expedia,New York Wildlife Sanctuary,United States,Urban,40.697587,-73.990073,Wildlife Sanctuary,October-December,5.8,49,No,5.0,20612.0,3.6,5.4,10:00 AM - 18:00 PM,4.2,102.13,4.5,Family,4,65+,United States,6.8,6.2,393.1,4.4,Car,90 mins,5.7,7.03,5.0,0.847,0.01,6.52,Nature/Adventure,Mid-Range,High,Year-Round,1.0,0
POI_02724,COMP_0008,Best Western,Thailand,Resort,2022,2324471,1847258,9.5,174219.57,34070.12,6.4,7.4,7.8,0.65,0.66,2241.08,208289.69,8.8,Clean and comfortable with friendly staff members,Direct Website,Singapore Archaeological Site,Singapore,Urban,1.379984,103.817532,Archaeological Site,July-September,5.8,36,No,7.7,70.3,4.4,7.9,24 Hours,8.4,423.49,5.5,Friends,7,56-65,United Kingdom,8.5,8.5,268.99,4.6,Train,90 mins,8.1,8.7,7.1,0.804,0.07,5.11,Cultural/Heritage,Luxury,Medium,Summer,0.0,1
POI_02725,COMP_0022,Royal Caribbean,Turkey,Travel Agency,2024,12725543,10422015,8.9,263271.29,50873.33,6.5,6.8,7.3,0.42,0.75,832.88,314144.62,5.9,Best vacation spot we have visited recently,Airbnb,Sydney Religious Site,Australia,Coastal,-33.822516,151.243688,Religious Site,Year-Round,5.9,31,No,6.0,4649.7,6.6,6.3,10:00 AM - 22:00 PM,9.1,74.77,8.4,Couple,2,46-55,United States,9.7,9.6,293.72,8.5,Bus,48 hours,9.0,9.2,7.5,0.807,0.02,5.18,Cultural/Heritage,Budget,Low,Year-Round,0.0,1
POI_02726,COMP_0025,Disney Cruise Line,UAE,Tour Operator,2023,1426783,1090982,9.4,208674.49,22380.64,6.0,7.9,6.3,0.59,0.75,246.36,231055.13,6.1,Beautiful setting with convenient location access,Expedia,Bali Adventure Park,Indonesia,Island,-8.340303,115.049437,Adventure Park,Winter Season,6.1,15,No,8.0,1573.4,8.6,9.4,9:00 AM - 17:00 PM,8.4,199.72,9.3,Solo,1,36-45,China,9.2,9.5,674.87,6.3,Cruise,96 hours,8.6,9.07,7.25,0.893,0.15,9.32,Nature/Adventure,Mid-Range,Medium,Winter,0.0,1
POI_02727,COMP_0019,G Adventures,Australia,Hotel Chain,2023,1180904,975519,8.3,167217.67,30067.05,7.4,6.8,6.4,0.77,0.51,166.45,197284.72,4.7,Great location but slightly crowded during peak season,Expedia,Paris Shopping District,France,Historical,48.862048,2.315426,Shopping District,July-September,4.3,84,No,4.0,914.9,6.4,5.6,10:00 AM - 22:00 PM,3.7,236.26,5.3,Friends,7,56-65,United Kingdom,5.6,6.2,539.77,5.7,Car,180 mins,5.9,6.6,4.0,0.82,0.14,5.56,Urban/Entertainment,Mid-Range,Medium,Summer,1.0,0
POI_02728,COMP_0006,Wyndham Hotels,France,Resort,2020,415965,362244,6.5,84145.01,9910.59,6.4,3.4,6.0,0.86,0.6,651.52,94055.6,5.0,Facility could use some updates and maintenance,Expedia,Paris Theme Park,France,Historical,48.856615,2.336338,Theme Park,April-June,5.3,91,No,5.0,22.6,6.4,3.7,10:00 AM - 22:00 PM,4.4,256.4,3.9,Family,5,46-55,China,6.2,6.2,327.26,4.6,Car,72 hours,6.0,6.23,4.85,0.882,0.2,8.49,Urban/Entertainment,Mid-Range,High,Spring/Fall,1.0,0
POI_02729,COMP_0013,Expedia Group,Singapore,Hotel Chain,2024,3753221,2643654,9.7,116508.68,24707.54,6.5,9.7,9.1,0.52,0.71,1227.86,141216.22,6.7,Exceeded expectations in every possible way,Direct Website,Rome Religious Site,Italy,Historical,41.878009,12.506347,Religious Site,April-June,5.0,85,Yes,8.4,2248.1,5.4,5.5,10:00 AM - 17:00 PM,6.2,363.23,8.7,Solo,1,46-55,Germany,10.0,9.9,102.37,6.8,Bus,120 mins,8.9,9.53,5.6,0.788,0.03,4.72,Cultural/Heritage,Luxury,Medium,Spring/Fall,0.0,1
POI_02730,COMP_0028,Trafalgar Tours,Singapore,Resort,2024,3495385,2999077,7.8,326235.23,58616.96,5.5,5.8,6.5,0.65,0.65,1588.38,384852.19,7.3,Outstanding service exceeded our expectations completely,Direct Website,Maldives Archaeological Site,Maldives,Island,3.18489,73.222843,Archaeological Site,Spring-Fall,6.5,22,Yes,9.0,2825.9,5.8,7.8,24 Hours,7.2,296.17,9.1,Solo,1,18-25,United Kingdom,9.3,9.1,253.25,8.9,Flight,24 hours,9.2,8.77,6.85,0.82,0.09,5.57,Cultural/Heritage,Mid-Range,Medium,Spring/Fall,0.0,1
POI_02731,COMP_0007,Choice Hotels,Spain,Travel Agency,2022,12732973,9947327,6.7,226138.31,37452.42,5.6,3.4,5.6,0.64,0.49,442.02,263590.73,4.5,Professional service and attention to detail,Direct Website,London Mountain Resort,United Kingdom,Historical,51.492149,-0.127905,Mountain Resort,January-March,5.8,46,Yes,7.1,1916.4,5.2,6.1,24 Hours,8.7,206.45,6.3,Couple,2,26-35,China,10.0,9.9,497.19,9.0,Train,60 mins,9.6,8.77,7.25,0.834,0.02,6.04,Nature/Adventure,Mid-Range,Medium,Winter,0.0,1
POI_02732,COMP_0004,Hyatt Hotels,Australia,Tour Operator,2024,512796,440623,8.7,482180.82,102256.77,6.5,5.2,5.6,0.36,0.81,478.08,584437.59,8.2,Clean and comfortable with friendly staff members,Airbnb,Tokyo Cultural Center,Japan,Urban,35.674826,139.650912,Cultural Center,April-June,3.5,59,No,5.1,867.9,4.1,4.7,6:00 AM - 21:00 PM,4.7,333.66,4.8,Couple,2,18-25,United Kingdom,6.6,6.2,788.62,5.9,Flight,48 hours,5.8,7.03,4.1,0.788,0.94,4.72,Cultural/Heritage,Luxury,Low,Spring/Fall,1.0,0
POI_02733,COMP_0029,Contiki Holidays,UAE,Tour Operator,2022,780047,667810,8.0,177462.37,20068.02,5.4,4.5,7.7,0.89,0.52,950.22,197530.39,4.2,Exceeded expectations in every possible way,TripAdvisor,Rome Archaeological Site,Italy,Historical,41.873462,12.471432,Archaeological Site,July-September,3.4,82,Yes,6.2,353.4,4.3,4.9,24 Hours,6.1,141.11,5.0,Solo,1,26-35,Japan,6.4,6.4,751.86,4.9,Flight,60 mins,6.8,7.07,4.75,0.887,0.23,8.84,Cultural/Heritage,Mid-Range,High,Summer,1.0,0
POI_02734,COMP_0015,Airbnb Inc,Indonesia,Hotel Chain,2022,803314,580609,9.8,180954.51,28618.66,9.0,8.2,6.5,0.91,0.79,1285.47,209573.17,9.1,Lovely place with authentic local experiences,Airbnb,Maldives Botanical Garden,Maldives,Island,3.231235,73.265158,Botanical Garden,Winter Season,5.6,36,Yes,4.5,10927.6,6.6,6.0,6:00 AM - 22:00 PM,6.6,63.47,6.3,Solo,1,65+,China,6.4,6.8,440.88,5.9,Flight,120 mins,6.8,7.67,6.1,0.842,0.23,6.32,Urban/Entertainment,Budget,High,Winter,1.0,0
POI_02735,COMP_0003,IHG Hotels,United States,Tour Operator,2023,2579860,1809512,8.3,391729.35,92463.35,7.4,5.7,5.5,0.86,0.77,443.38,484192.7,7.3,Amazing experience with exceptional service and beautiful facilities,TripAdvisor,Singapore Wildlife Sanctuary,Singapore,Urban,1.335861,103.859442,Wildlife Sanctuary,Year-Round,7.8,15,Yes,4.6,522.2,3.2,5.8,8:00 AM - 18:00 PM,8.4,261.78,7.6,Friends,7,18-25,Japan,8.7,9.0,107.8,6.0,Car,72 hours,9.8,8.93,8.1,0.764,0.15,4.24,Nature/Adventure,Mid-Range,High,Year-Round,0.0,1
POI_02736,COMP_0005,Accor Hotels,United Kingdom,Resort,2023,7117563,6153169,10.0,151280.04,31695.18,3.3,6.4,6.9,0.98,0.6,1502.58,182975.22,6.5,Good value for money with comfortable accommodations,Booking.com,New York Nature Park,United States,Urban,40.698946,-74.046536,Nature Park,Spring-Fall,6.1,83,Yes,6.1,11833.1,3.8,8.1,24 Hours,8.0,148.15,7.9,Friends,3,18-25,United Kingdom,8.8,9.4,609.43,6.6,Train,180 mins,8.8,9.2,7.05,0.79,0.02,4.77,Nature/Adventure,Mid-Range,High,Spring/Fall,0.0,1
POI_02737,COMP_0018,Thomas Cook,Australia,Tour Operator,2021,6389789,5640159,9.0,225063.72,26012.33,7.5,6.2,8.1,0.39,0.58,166.35,251076.05,8.7,Beautiful setting with convenient location access,Airbnb,Paris Museum,France,Historical,48.897612,2.377723,Museum,October-December,4.6,19,Yes,6.9,902.9,3.0,3.9,10:00 AM - 22:00 PM,5.3,442.79,7.0,Couple,2,36-45,China,8.1,7.7,678.92,4.6,Train,60 mins,8.4,8.5,4.95,0.884,0.04,8.65,Cultural/Heritage,Luxury,Low,Year-Round,1.0,0
POI_02738,COMP_0015,Airbnb Inc,United States,Travel Agency,2020,3111967,2478636,9.5,382582.93,79753.07,5.7,7.3,5.8,0.51,0.6,2112.72,462336.0,6.9,Lovely place with authentic local experiences,Expedia,Bali Theme Park,Indonesia,Island,-8.300311,115.123935,Theme Park,October-December,8.1,70,Yes,6.2,699.8,3.6,4.7,8:00 AM - 22:00 PM,5.4,316.32,6.2,Solo,1,56-65,Germany,7.9,8.1,189.29,5.6,Car,60 mins,7.9,8.43,6.75,0.792,0.12,4.8,Urban/Entertainment,Luxury,Medium,Year-Round,0.0,0
POI_02739,COMP_0013,Expedia Group,Italy,Resort,2021,23282518,20918934,7.2,86501.6,18468.95,3.6,4.4,5.3,0.53,0.66,1161.3,104970.55,5.2,Facility could use some updates and maintenance,Booking.com,Dubai Museum,UAE,Urban,25.169365,55.287297,Museum,July-September,5.7,82,Yes,5.1,55570.4,4.0,3.6,7:00 AM - 17:00 PM,6.1,323.84,5.6,Solo,1,46-55,Canada,7.6,7.1,456.04,4.6,Car,240 mins,7.4,7.4,5.9,0.786,0.0,4.68,Cultural/Heritage,Luxury,Medium,Summer,1.0,0
POI_02740,COMP_0007,Choice Hotels,Australia,Tour Operator,2024,16227531,14460995,9.1,261605.81,39493.4,6.4,7.7,8.8,0.77,0.68,2439.24,301099.21,4.7,Relaxing environment with modern amenities available,Expedia,Rome Shopping District,Italy,Historical,41.878992,12.520011,Shopping District,Spring-Fall,5.5,35,Yes,6.3,363.8,4.1,7.2,24 Hours,8.5,406.97,6.4,Solo,1,65+,China,8.8,9.4,354.59,5.4,Bus,120 hours,8.6,8.83,7.0,0.849,0.02,6.62,Urban/Entertainment,Luxury,Medium,Spring/Fall,0.0,1
POI_02741,COMP_0019,G Adventures,Italy,Travel Agency,2020,540453,393217,8.1,77810.49,12951.59,5.3,4.4,6.4,0.52,0.72,1597.86,90762.08,7.3,Professional service and attention to detail,Airbnb,Maldives Food Market,Maldives,Island,3.181926,73.239069,Beach Resort,July-September,5.2,68,Yes,4.8,1005.2,5.5,5.9,24 Hours,6.8,142.53,6.6,Couple,2,36-45,China,9.0,9.5,588.51,9.3,Train,180 mins,9.5,8.87,6.0,0.834,0.14,6.01,Beach/Island,Mid-Range,Medium,Summer,0.0,1
POI_02742,COMP_0018,Thomas Cook,Japan,Travel Agency,2021,1941566,1591036,6.3,120647.49,14173.91,4.5,3.3,4.5,0.67,0.44,425.54,134821.4,5.9,Beautiful setting with convenient location access,Expedia,Bangkok Scenic Viewpoint,Thailand,Urban,13.771263,100.53486,Scenic Viewpoint,October-December,6.6,103,Yes,5.5,1382.8,5.7,7.4,7:00 AM - 18:00 PM,8.2,499.24,7.2,Solo,1,56-65,France,8.7,8.7,520.48,7.2,Bus,72 hours,9.1,8.03,7.4,0.883,0.06,8.51,Urban/Entertainment,Luxury,Medium,Year-Round,0.0,0
POI_02743,COMP_0004,Hyatt Hotels,Indonesia,Resort,2024,11678401,9660078,9.5,92360.97,19877.15,9.0,8.8,5.1,0.89,0.72,2282.68,112238.12,6.4,Facility could use some updates and maintenance,Expedia,Sydney Historical Monument,Australia,Coastal,-33.847559,151.18219,Historical Monument,Summer Season,5.5,44,Yes,4.9,13973.2,8.6,5.8,6:00 AM - 21:00 PM,5.7,499.92,6.0,Family,3,18-25,United States,6.9,6.3,338.09,5.1,Flight,120 mins,6.9,7.77,5.6,0.785,0.01,4.65,Cultural/Heritage,Luxury,High,Summer,1.0,0
POI_02744,COMP_0018,Thomas Cook,Turkey,Cruise Line,2021,455653,398589,6.8,346191.8,72521.29,4.6,3.6,5.1,0.85,0.53,1646.12,418713.09,4.0,Highly recommended for first-time visitors,Booking.com,Singapore Adventure Park,Singapore,Urban,1.390937,103.790826,Adventure Park,Summer Season,4.6,34,Yes,6.6,2880.2,8.5,5.3,10:00 AM - 19:00 PM,5.4,297.3,7.8,Friends,4,46-55,Canada,8.6,8.3,370.12,8.1,Train,120 mins,7.6,7.67,5.0,0.791,0.76,4.77,Nature/Adventure,Mid-Range,High,Summer,1.0,0
POI_02745,COMP_0013,Expedia Group,Thailand,Cruise Line,2024,3307369,2407208,9.1,59968.68,7009.3,4.0,8.1,5.3,0.52,0.64,1694.04,66977.98,4.8,Would definitely return for another visit soon,Direct Website,New York Archaeological Site,United States,Urban,40.725079,-74.009168,Archaeological Site,January-March,5.1,108,Yes,7.1,60.2,6.3,5.6,24 Hours,5.6,133.55,5.4,Couple,2,18-25,Canada,8.6,8.6,574.08,8.3,Car,240 mins,9.0,8.9,5.35,0.883,0.02,8.56,Cultural/Heritage,Mid-Range,Medium,Winter,1.0,1
POI_02746,COMP_0015,Airbnb Inc,Singapore,Resort,2022,788034,664352,8.9,91638.42,17372.86,4.1,8.0,6.6,0.73,0.56,641.35,109011.28,5.4,Amazing experience with exceptional service and beautiful facilities,Booking.com,Paris Religious Site,France,Historical,48.882789,2.38358,Religious Site,Summer Season,4.4,17,No,7.8,204.1,9.0,6.6,6:00 AM - 17:00 PM,6.0,89.02,5.7,Friends,5,26-35,Canada,8.7,8.6,758.89,8.4,Bus,240 mins,8.7,8.77,5.2,0.81,0.12,5.27,Cultural/Heritage,Budget,Medium,Summer,1.0,1
POI_02747,COMP_0009,Radisson Hotel Group,Australia,Travel Agency,2022,26029355,20791072,8.2,321756.89,49558.86,7.8,6.3,6.6,0.49,0.74,980.12,371315.75,4.2,Breathtaking views and stunning natural scenery,TripAdvisor,Tokyo Mountain Resort,Japan,Urban,35.651446,139.658433,Mountain Resort,January-March,4.7,98,Yes,3.9,5340.7,6.0,5.4,24 Hours,7.5,455.36,4.8,Couple,2,26-35,United States,7.1,7.7,371.06,7.4,Flight,24 hours,8.2,7.83,6.1,0.846,0.01,6.49,Nature/Adventure,Luxury,Low,Winter,0.0,0
POI_02748,COMP_0020,Intrepid Travel,United Kingdom,Hotel Chain,2023,18538885,14482167,8.9,162530.47,26254.31,7.8,5.6,4.7,0.65,0.84,447.12,188784.78,4.7,Peaceful atmosphere perfect for relaxation and unwinding,Expedia,Sydney Historical Monument,Australia,Coastal,-33.828271,151.250695,Historical Monument,Winter Season,5.7,109,Yes,5.9,2124.5,9.4,7.5,24 Hours,6.8,229.33,7.5,Friends,6,56-65,United States,9.9,9.7,671.75,6.8,Cruise,120 hours,10.0,9.6,6.25,0.838,0.01,6.19,Cultural/Heritage,Mid-Range,Medium,Winter,0.0,1
POI_02749,COMP_0016,TripAdvisor,UAE,Resort,2023,7238865,6377379,9.3,50715.87,11444.43,9.1,6.9,7.4,0.82,0.66,1550.56,62160.3,5.7,Perfect destination for families with children,Direct Website,Paris Museum,France,Historical,48.831069,2.339266,Museum,Winter Season,3.8,103,No,4.2,256.4,8.0,4.3,24 Hours,4.3,491.98,5.2,Solo,1,18-25,Canada,6.6,6.7,239.39,5.0,Bus,24 hours,6.9,7.6,4.05,0.774,0.01,4.43,Cultural/Heritage,Luxury,High,Winter,1.0,0
POI_02750,COMP_0013,Expedia Group,Turkey,Resort,2021,582822,411489,8.4,282187.67,40653.91,4.2,8.1,8.1,0.52,0.75,1116.08,322841.58,6.1,Beautiful setting with convenient location access,Booking.com,Paris Theme Park,France,Historical,48.900651,2.328184,Theme Park,Spring-Fall,5.7,43,No,6.3,3767.9,5.8,7.4,10:00 AM - 21:00 PM,7.1,286.83,7.6,Friends,5,26-35,China,9.1,8.3,468.72,5.5,Car,30 mins,8.2,8.57,6.4,0.856,0.48,6.94,Urban/Entertainment,Mid-Range,Medium,Spring/Fall,0.0,0
POI_02751,COMP_0008,Best Western,Thailand,Resort,2023,1158120,1034357,6.2,410863.41,83691.26,5.5,3.8,4.5,0.61,0.46,474.17,494554.67,3.2,Good value for money with comfortable accommodations,TripAdvisor,Bali Wildlife Sanctuary,Indonesia,Island,-8.307993,115.114028,Wildlife Sanctuary,Year-Round,5.0,24,Yes,5.1,3289.1,6.8,7.5,7:00 AM - 21:00 PM,7.1,67.06,5.9,Solo,1,56-65,United States,7.9,8.2,343.07,5.7,Flight,90 mins,8.9,7.67,6.05,0.796,0.35,4.91,Nature/Adventure,Budget,Medium,Year-Round,1.0,0
POI_02752,COMP_0022,Royal Caribbean,UAE,Resort,2023,773176,577259,7.4,340252.1,60908.3,3.6,4.9,6.6,0.45,0.59,299.53,401160.4,4.4,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb,New York Scenic Viewpoint,United States,Urban,40.6972,-74.051702,Scenic Viewpoint,Spring-Fall,5.6,82,No,4.8,23061.4,5.1,5.2,6:00 AM - 21:00 PM,5.4,470.86,4.2,Family,5,26-35,France,6.6,6.0,120.32,4.1,Bus,240 mins,5.9,6.63,5.5,0.821,0.44,5.59,Urban/Entertainment,Luxury,Low,Spring/Fall,1.0,0
POI_02753,COMP_0025,Disney Cruise Line,Singapore,Hotel Chain,2020,799595,608602,8.9,324901.04,36287.17,7.3,7.2,5.3,0.72,0.75,816.51,361188.21,6.2,Lovely place with authentic local experiences,Airbnb,Barcelona Beach Resort,Spain,Coastal,41.374998,2.208796,Beach Resort,April-June,8.4,56,No,7.7,2941.6,3.7,6.3,24 Hours,7.4,285.01,6.9,Friends,5,36-45,Japan,9.4,9.7,156.72,9.1,Bus,120 mins,9.3,9.2,7.9,0.888,0.41,8.95,Beach/Island,Mid-Range,Medium,Spring/Fall,0.0,1
